CNES - Equipes de Saúde - Brasil
Quantidade por Município
Tipo da Equipe: 01 ESF - EQUIPE DE SAUDE DA FAMILIA, 24 ESF1      - ESTRATEGIA DE SAUDE DA FAMILIA TIPO I, 27 ESF2      - ESTRATEGIA DE SAUDE DA FAMILIA TIPO II, 30 ESF3      - ESTRATEGIA DE SAUDE DA FAMILIA TIPO III, 33 ESF4      - ESTRATEGIA DE SAUDE DA FAMILIA TIPO IV, 70 ESF - EQUIPE DE SAUDE DA FAMILIA
Período:Jun/2010
"Município";"Quantidade"
"412160 RENASCENCA";1
"412170 RESERVA";1
"412175 RESERVA DO IGUACU";-
"412180 RIBEIRAO CLARO";-
"412190 RIBEIRAO DO PINHAL";-
"412200 RIO AZUL";2
"412210 RIO BOM";-
"412215 RIO BONITO DO IGUACU";1
"412217 RIO BRANCO DO IVAI";-
"412220 RIO BRANCO DO SUL";1
"412230 RIO NEGRO";-
"412240 ROLANDIA";-
"412250 RONCADOR";1
"412260 RONDON";-
"412265 ROSARIO DO IVAI";-
"412270 SABAUDIA";-
"412280 SALGADO FILHO";-
"412290 SALTO DO ITARARE";-
"412300 SALTO DO LONTRA";-
"412310 SANTA AMELIA";-
"412320 SANTA CECILIA DO PAVAO";-
"412330 SANTA CRUZ DE MONTE CASTELO";2
"412340 SANTA FE";1
"412350 SANTA HELENA";-
"412360 SANTA INES";-
"412370 SANTA ISABEL DO IVAI";2
"412380 SANTA IZABEL DO OESTE";-
"412382 SANTA LUCIA";1
"412385 SANTA MARIA DO OESTE";-
"412390 SANTA MARIANA";-
"412395 SANTA MONICA";-
"412400 SANTANA DO ITARARE";-
"412402 SANTA TEREZA DO OESTE";-
"412405 SANTA TEREZINHA DE ITAIPU";-
"412410 SANTO ANTONIO DA PLATINA";4
"412420 SANTO ANTONIO DO CAIUA";-
"412430 SANTO ANTONIO DO PARAISO";-
"412440 SANTO ANTONIO DO SUDOESTE";-
"412450 SANTO INACIO";-
"412460 SAO CARLOS DO IVAI";2
"412470 SAO JERONIMO DA SERRA";2
"412480 SAO JOAO";1
"412490 SAO JOAO DO CAIUA";2
"412500 SAO JOAO DO IVAI";4
"412510 SAO JOAO DO TRIUNFO";-
"412520 SAO JORGE D'OESTE";-
"412530 SAO JORGE DO IVAI";-
"412535 SAO JORGE DO PATROCINIO";-
"412540 SAO JOSE DA BOA VISTA";1
"412545 SAO JOSE DAS PALMEIRAS";1
"412550 SAO JOSE DOS PINHAIS";22
"412555 SAO MANOEL DO PARANA";-
"412560 SAO MATEUS DO SUL";-
"412570 SAO MIGUEL DO IGUACU";1
"412575 SAO PEDRO DO IGUACU";-
"412580 SAO PEDRO DO IVAI";-
"412590 SAO PEDRO DO PARANA";1
"412600 SAO SEBASTIAO DA AMOREIRA";2
"412610 SAO TOME";-
"412620 SAPOPEMA";-
"412625 SARANDI";2
"412627 SAUDADE DO IGUACU";-
"412630 SENGES";-
"412635 SERRANOPOLIS DO IGUACU";-
"412640 SERTANEJA";-
"412650 SERTANOPOLIS";2
"412660 SIQUEIRA CAMPOS";-
"412665 SULINA";-
"412667 TAMARANA";2
"412670 TAMBOARA";-
"412680 TAPEJARA";-
"412690 TAPIRA";-
"412700 TEIXEIRA SOARES";-
"412710 TELEMACO BORBA";12
"412720 TERRA BOA";-
"412730 TERRA RICA";-
"412740 TERRA ROXA";-
"412750 TIBAGI";1
"412760 TIJUCAS DO SUL";1
"412770 TOLEDO";-
"412780 TOMAZINA";-
"412785 TRES BARRAS DO PARANA";2
"412788 TUNAS DO PARANA";1
"412790 TUNEIRAS DO OESTE";-
"412795 TUPASSI";2
"412796 TURVO";-
"412800 UBIRATA";3
"412810 UMUARAMA";3
"412820 UNIAO DA VITORIA";6
"412830 UNIFLOR";1
"412840 URAI";-
"412850 WENCESLAU BRAZ";3
"412853 VENTANIA";1
"412855 VERA CRUZ DO OESTE";-
"412860 VERE";1
"412862 ALTO PARAISO";-
"412863 DOUTOR ULYSSES";-
"412865 VIRMOND";-
"412870 VITORINO";1
"412880 XAMBRE";-
" MUNICIPIO IGNORADO - SC";-
"420005 ABDON BATISTA";-
"420010 ABELARDO LUZ";1
"420020 AGROLANDIA";1
"420030 AGRONOMICA";-
"420040 AGUA DOCE";-
"420050 AGUAS DE CHAPECO";1
"420055 AGUAS FRIAS";-
"420060 AGUAS MORNAS";1
"420070 ALFREDO WAGNER";-
"420075 ALTO BELA VISTA";-
"420080 ANCHIETA";-
"420090 ANGELINA";-
"420100 ANITA GARIBALDI";1
"420110 ANITAPOLIS";-
"420120 ANTONIO CARLOS";2
"420125 APIUNA";1
"420127 ARABUTA";-
"420130 ARAQUARI";5
"420140 ARARANGUA";12
"420150 ARMAZEM";1
"420160 ARROIO TRINTA";1
"420165 ARVOREDO";-
"420170 ASCURRA";-
"420180 ATALANTA";-
"420190 AURORA";1
"420195 BALNEARIO ARROIO DO SILVA";1
"420200 BALNEARIO CAMBORIU";11
"420205 BALNEARIO BARRA DO SUL";3
"420207 BALNEARIO GAIVOTA";-
"420208 BANDEIRANTE";-
"420209 BARRA BONITA";-
"420210 BARRA VELHA";2
"420213 BELA VISTA DO TOLDO";-
"420215 BELMONTE";-
"420220 BENEDITO NOVO";3
"420230 BIGUACU";14
"420240 BLUMENAU";35
"420243 BOCAINA DO SUL";-
"420245 BOMBINHAS";-
"420250 BOM JARDIM DA SERRA";1
"420253 BOM JESUS";-
"420257 BOM JESUS DO OESTE";-
"420260 BOM RETIRO";1
"420270 BOTUVERA";1
"420280 BRACO DO NORTE";-
"420285 BRACO DO TROMBUDO";-
"420287 BRUNOPOLIS";-
"420290 BRUSQUE";17
"420300 CACADOR";2
"420310 CAIBI";-
"420315 CALMON";-
"420320 CAMBORIU";-
"420325 CAPAO ALTO";-
"420330 CAMPO ALEGRE";1
"420340 CAMPO BELO DO SUL";1
"420350 CAMPO ERE";-
"420360 CAMPOS NOVOS";-
"420370 CANELINHA";-
"420380 CANOINHAS";2
"420390 CAPINZAL";2
"420395 CAPIVARI DE BAIXO";2
"420400 CATANDUVAS";2
"420410 CAXAMBU DO SUL";1
"420415 CELSO RAMOS";-
"420417 CERRO NEGRO";-
"420419 CHAPADAO DO LAGEADO";-
"420420 CHAPECO";10
"420425 COCAL DO SUL";-
"420430 CONCORDIA";-
"420435 CORDILHEIRA ALTA";-
"420440 CORONEL FREITAS";2
"420445 CORONEL MARTINS";-
"420450 CORUPA";3
"420455 CORREIA PINTO";2
"420460 CRICIUMA";26
"420470 CUNHA PORA";2
"420475 CUNHATAI";-
"420480 CURITIBANOS";1
"420490 DESCANSO";-
"420500 DIONISIO CERQUEIRA";-
"420510 DONA EMMA";-
"420515 DOUTOR PEDRINHO";1
"420517 ENTRE RIOS";-
"420519 ERMO";1
"420520 ERVAL VELHO";-
"420530 FAXINAL DOS GUEDES";2
"420535 FLOR DO SERTAO";-
"420540 FLORIANOPOLIS";67
"420543 FORMOSA DO SUL";-
"420545 FORQUILHINHA";2
"420550 FRAIBURGO";3
"420555 FREI ROGERIO";-
"420560 GALVAO";1
"420570 GAROPABA";-
"420580 GARUVA";3
"420590 GASPAR";6
"420600 GOVERNADOR CELSO RAMOS";-
"420610 GRAO PARA";-
"420620 GRAVATAL";-
"420630 GUABIRUBA";5
"420640 GUARACIABA";1
"420650 GUARAMIRIM";4
"420660 GUARUJA DO SUL";-
"420665 GUATAMBU";1
"420670 HERVAL D'OESTE";-
"420675 IBIAM";-
"420680 IBICARE";-
"420690 IBIRAMA";2
"420700 ICARA";11
"420710 ILHOTA";2
"420720 IMARUI";-
"420730 IMBITUBA";6
"420740 IMBUIA";1
"420750 INDAIAL";9
"420757 IOMERE";-
"420760 IPIRA";-
"420765 IPORA DO OESTE";-
"420768 IPUACU";-
"420770 IPUMIRIM";1
"420775 IRACEMINHA";-
"420780 IRANI";1
"420785 IRATI";-
"420790 IRINEOPOLIS";1
"420800 ITA";2
"420810 ITAIOPOLIS";3
"420820 ITAJAI";30
"420830 ITAPEMA";3
"420840 ITAPIRANGA";-
"420845 ITAPOA";5
"420850 ITUPORANGA";1
"420860 JABORA";1
"420870 JACINTO MACHADO";1
"420880 JAGUARUNA";2
"420890 JARAGUA DO SUL";5
"420895 JARDINOPOLIS";-
"420900 JOACABA";-
"420910 JOINVILLE";42
"420915 JOSE BOITEUX";-
"420917 JUPIA";-
"420920 LACERDOPOLIS";-
"420930 LAGES";10
"420940 LAGUNA";2
"420945 LAJEADO GRANDE";-
"420950 LAURENTINO";1
"420960 LAURO MULLER";-
"420970 LEBON REGIS";2
"420980 LEOBERTO LEAL";1
"420985 LINDOIA DO SUL";-
"420990 LONTRAS";1
"421000 LUIZ ALVES";-
"421003 LUZERNA";-
"421005 MACIEIRA";-
"421010 MAFRA";2
"421020 MAJOR GERCINO";-
"421030 MAJOR VIEIRA";1
"421040 MARACAJA";-
"421050 MARAVILHA";1
"421055 MAREMA";-
"421060 MASSARANDUBA";4
"421070 MATOS COSTA";-
"421080 MELEIRO";-
"421085 MIRIM DOCE";-
"421090 MODELO";-
"421100 MONDAI";-
"421105 MONTE CARLO";-
"421110 MONTE CASTELO";1
"421120 MORRO DA FUMACA";1
"421125 MORRO GRANDE";-
"421130 NAVEGANTES";-
"421140 NOVA ERECHIM";-
"421145 NOVA ITABERABA";1
"421150 NOVA TRENTO";-
"421160 NOVA VENEZA";-
"421165 NOVO HORIZONTE";1
"421170 ORLEANS";-
"421175 OTACILIO COSTA";2
"421180 OURO";-
"421185 OURO VERDE";-
"421187 PAIAL";-
"421189 PAINEL";-
"421190 PALHOCA";7
"421200 PALMA SOLA";-
"421205 PALMEIRA";-
"421210 PALMITOS";2
"421220 PAPANDUVA";3
"421223 PARAISO";-
"421225 PASSO DE TORRES";-
"421227 PASSOS MAIA";-
"421230 PAULO LOPES";-
"421240 PEDRAS GRANDES";2
"421250 PENHA";1
"421260 PERITIBA";-
"421265 PESCARIA BRAVA";-
"421270 PETROLANDIA";-
"421280 BALNEARIO PICARRAS";-
"421290 PINHALZINHO";-
"421300 PINHEIRO PRETO";-
"421310 PIRATUBA";-
"421315 PLANALTO ALEGRE";-
"421320 POMERODE";3
"421330 PONTE ALTA";-
"421335 PONTE ALTA DO NORTE";-
"421340 PONTE SERRADA";-
"421350 PORTO BELO";-
"421360 PORTO UNIAO";-
"421370 POUSO REDONDO";2
"421380 PRAIA GRANDE";-
"421390 PRESIDENTE CASTELLO BRANCO";-
"421400 PRESIDENTE GETULIO";1
"421410 PRESIDENTE NEREU";-
"421415 PRINCESA";-
"421420 QUILOMBO";1
"421430 RANCHO QUEIMADO";-
"421440 RIO DAS ANTAS";1
"421450 RIO DO CAMPO";1
"421460 RIO DO OESTE";-
"421470 RIO DOS CEDROS";3
"421480 RIO DO SUL";11
"421490 RIO FORTUNA";-
"421500 RIO NEGRINHO";2
"421505 RIO RUFINO";-
"421507 RIQUEZA";-
"421510 RODEIO";1
"421520 ROMELANDIA";-
"421530 SALETE";-
"421535 SALTINHO";-
"421540 SALTO VELOSO";1
"421545 SANGAO";2
"421550 SANTA CECILIA";-
"421555 SANTA HELENA";-
"421560 SANTA ROSA DE LIMA";-
"421565 SANTA ROSA DO SUL";-
"421567 SANTA TEREZINHA";1
"421568 SANTA TEREZINHA DO PROGRESSO";-
"421569 SANTIAGO DO SUL";-
"421570 SANTO AMARO DA IMPERATRIZ";5
"421575 SAO BERNARDINO";-
"421580 SAO BENTO DO SUL";2
"421590 SAO BONIFACIO";-
"421600 SAO CARLOS";-
"421605 SAO CRISTOVAO DO SUL";1
"421610 SAO DOMINGOS";2
"421620 SAO FRANCISCO DO SUL";-
"421625 SAO JOAO DO OESTE";1
"421630 SAO JOAO BATISTA";2
"421635 SAO JOAO DO ITAPERIU";-
"421640 SAO JOAO DO SUL";-
"421650 SAO JOAQUIM";-
"421660 SAO JOSE";36
"421670 SAO JOSE DO CEDRO";-
"421680 SAO JOSE DO CERRITO";-
"421690 SAO LOURENCO DO OESTE";-
"421700 SAO LUDGERO";-
"421710 SAO MARTINHO";-
"421715 SAO MIGUEL DA BOA VISTA";-
"421720 SAO MIGUEL DO OESTE";-
"421725 SAO PEDRO DE ALCANTARA";-
"421730 SAUDADES";2
"421740 SCHROEDER";2
"421750 SEARA";-
"421755 SERRA ALTA";-
"421760 SIDEROPOLIS";2
"421770 SOMBRIO";-
"421775 SUL BRASIL";-
"421780 TAIO";3
"421790 TANGARA";-
"421795 TIGRINHOS";-
"421800 TIJUCAS";1
"421810 TIMBE DO SUL";-
"421820 TIMBO";2
"421825 TIMBO GRANDE";1
"421830 TRES BARRAS";6
"421835 TREVISO";-
"421840 TREZE DE MAIO";-
"421850 TREZE TILIAS";-
"421860 TROMBUDO CENTRAL";-
"421870 TUBARAO";6
"421875 TUNAPOLIS";-
"421880 TURVO";1
"421885 UNIAO DO OESTE";-
"421890 URUBICI";-
"421895 URUPEMA";-
"421900 URUSSANGA";-
"421910 VARGEAO";-
"421915 VARGEM";-
"421917 VARGEM BONITA";1
"421920 VIDAL RAMOS";-
"421930 VIDEIRA";1
"421935 VITOR MEIRELES";1
"421940 WITMARSUM";-
"421950 XANXERE";6
"421960 XAVANTINA";-
"421970 XAXIM";-
"421985 ZORTEA";-
"422000 BALNEARIO RINCAO";-
" MUNICIPIO IGNORADO - RS";-
"430003 ACEGUA";-
"430005 AGUA SANTA";-
"430010 AGUDO";-
"430020 AJURICABA";-
"430030 ALECRIM";-
"430040 ALEGRETE";2
"430045 ALEGRIA";1
"430047 ALMIRANTE TAMANDARE DO SUL";-
"430050 ALPESTRE";1
"430055 ALTO ALEGRE";1
"430057 ALTO FELIZ";-
"430060 ALVORADA";13
"430063 AMARAL FERRADOR";-
"430064 AMETISTA DO SUL";-
"430066 ANDRE DA ROCHA";-
"430070 ANTA GORDA";1
"430080 ANTONIO PRADO";2
"430085 ARAMBARE";2
"430087 ARARICA";-
"430090 ARATIBA";2
"430100 ARROIO DO MEIO";3
"430105 ARROIO DO SAL";-
"430107 ARROIO DO PADRE";-
"430110 ARROIO DOS RATOS";3
"430120 ARROIO DO TIGRE";-
"430130 ARROIO GRANDE";-
"430140 ARVOREZINHA";-
"430150 AUGUSTO PESTANA";1
"430155 AUREA";1
"430160 BAGE";6
"430163 BALNEARIO PINHAL";1
"430165 BARAO";1
"430170 BARAO DE COTEGIPE";1
"430175 BARAO DO TRIUNFO";1
"430180 BARRACAO";-
"430185 BARRA DO GUARITA";-
"430187 BARRA DO QUARAI";-
"430190 BARRA DO RIBEIRO";3
"430192 BARRA DO RIO AZUL";-
"430195 BARRA FUNDA";-
"430200 BARROS CASSAL";-
"430205 BENJAMIN CONSTANT DO SUL";-
"430210 BENTO GONCALVES";8
"430215 BOA VISTA DAS MISSOES";1
"430220 BOA VISTA DO BURICA";2
"430222 BOA VISTA DO CADEADO";1
"430223 BOA VISTA DO INCRA";-
"430225 BOA VISTA DO SUL";-
"430230 BOM JESUS";1
"430235 BOM PRINCIPIO";2
"430237 BOM PROGRESSO";1
"430240 BOM RETIRO DO SUL";-
"430245 BOQUEIRAO DO LEAO";-
"430250 BOSSOROCA";3
"430258 BOZANO";-
"430260 BRAGA";-
"430265 BROCHIER";1
"430270 BUTIA";-
"430280 CACAPAVA DO SUL";3
"430290 CACEQUI";-
"430300 CACHOEIRA DO SUL";5
"430310 CACHOEIRINHA";2
"430320 CACIQUE DOBLE";-
"430330 CAIBATE";-
"430340 CAICARA";-
"430350 CAMAQUA";1
"430355 CAMARGO";-
"430360 CAMBARA DO SUL";1
"430367 CAMPESTRE DA SERRA";-
"430370 CAMPINA DAS MISSOES";-
"430380 CAMPINAS DO SUL";2
"430390 CAMPO BOM";10
"430400 CAMPO NOVO";1
"430410 CAMPOS BORGES";1
"430420 CANDELARIA";-
"430430 CANDIDO GODOI";-
"430435 CANDIOTA";-
"430440 CANELA";-
"430450 CANGUCU";-
"430460 CANOAS";2
"430461 CANUDOS DO VALE";1
"430462 CAPAO BONITO DO SUL";-
"430463 CAPAO DA CANOA";1
"430465 CAPAO DO CIPO";1
"430466 CAPAO DO LEAO";-
"430467 CAPIVARI DO SUL";1
"430468 CAPELA DE SANTANA";-
"430469 CAPITAO";1
"430470 CARAZINHO";-
"430471 CARAA";1
"430480 CARLOS BARBOSA";-
"430485 CARLOS GOMES";-
"430490 CASCA";-
"430495 CASEIROS";-
"430500 CATUIPE";-
"430510 CAXIAS DO SUL";16
"430511 CENTENARIO";-
"430512 CERRITO";-
"430513 CERRO BRANCO";2
"430515 CERRO GRANDE";-
"430517 CERRO GRANDE DO SUL";2
"430520 CERRO LARGO";-
"430530 CHAPADA";1
"430535 CHARQUEADAS";3
"430537 CHARRUA";-
"430540 CHIAPETTA";1
"430543 CHUI";-
"430544 CHUVISCA";-
"430545 CIDREIRA";-
"430550 CIRIACO";1
"430558 COLINAS";-
"430560 COLORADO";1
"430570 CONDOR";2
"430580 CONSTANTINA";1
"430583 COQUEIRO BAIXO";-
"430585 COQUEIROS DO SUL";-
"430587 CORONEL BARROS";-
"430590 CORONEL BICACO";-
"430593 CORONEL PILAR";-
"430595 COTIPORA";1
"430597 COXILHA";-
"430600 CRISSIUMAL";2
"430605 CRISTAL";-
"430607 CRISTAL DO SUL";-
"430610 CRUZ ALTA";1
"430613 CRUZALTENSE";-
"430620 CRUZEIRO DO SUL";-
"430630 DAVID CANABARRO";-
"430632 DERRUBADAS";-
"430635 DEZESSEIS DE NOVEMBRO";-
"430637 DILERMANDO DE AGUIAR";-
"430640 DOIS IRMAOS";-
"430642 DOIS IRMAOS DAS MISSOES";-
"430645 DOIS LAJEADOS";-
"430650 DOM FELICIANO";3
"430655 DOM PEDRO DE ALCANTARA";-
"430660 DOM PEDRITO";-
"430670 DONA FRANCISCA";-
"430673 DOUTOR MAURICIO CARDOSO";-
"430675 DOUTOR RICARDO";-
"430676 ELDORADO DO SUL";2
"430680 ENCANTADO";-
"430690 ENCRUZILHADA DO SUL";3
"430692 ENGENHO VELHO";-
"430693 ENTRE-IJUIS";-
"430695 ENTRE RIOS DO SUL";-
"430697 EREBANGO";1
"430700 ERECHIM";11
"430705 ERNESTINA";-
"430710 HERVAL";-
"430720 ERVAL GRANDE";2
"430730 ERVAL SECO";-
"430740 ESMERALDA";-
"430745 ESPERANCA DO SUL";-
"430750 ESPUMOSO";-
"430755 ESTACAO";1
"430760 ESTANCIA VELHA";3
"430770 ESTEIO";3
"430780 ESTRELA";-
"430781 ESTRELA VELHA";-
"430783 EUGENIO DE CASTRO";-
"430786 FAGUNDES VARELA";-
"430790 FARROUPILHA";3
"430800 FAXINAL DO SOTURNO";-
"430805 FAXINALZINHO";-
"430807 FAZENDA VILANOVA";-
"430810 FELIZ";4
"430820 FLORES DA CUNHA";1
"430825 FLORIANO PEIXOTO";1
"430830 FONTOURA XAVIER";3
"430840 FORMIGUEIRO";-
"430843 FORQUETINHA";1
"430845 FORTALEZA DOS VALOS";1
"430850 FREDERICO WESTPHALEN";1
"430860 GARIBALDI";-
"430865 GARRUCHOS";-
"430870 GAURAMA";1
"430880 GENERAL CAMARA";-
"430885 GENTIL";-
"430890 GETULIO VARGAS";2
"430900 GIRUA";-
"430905 GLORINHA";-
"430910 GRAMADO";1
"430912 GRAMADO DOS LOUREIROS";-
"430915 GRAMADO XAVIER";-
"430920 GRAVATAI";11
"430925 GUABIJU";1
"430930 GUAIBA";-
"430940 GUAPORE";1
"430950 GUARANI DAS MISSOES";-
"430955 HARMONIA";-
"430957 HERVEIRAS";-
"430960 HORIZONTINA";1
"430965 HULHA NEGRA";1
"430970 HUMAITA";1
"430975 IBARAMA";1
"430980 IBIACA";-
"430990 IBIRAIARAS";-
"430995 IBIRAPUITA";1
"431000 IBIRUBA";1
"431010 IGREJINHA";1
"431020 IJUI";5
"431030 ILOPOLIS";-
"431033 IMBE";-
"431036 IMIGRANTE";-
"431040 INDEPENDENCIA";-
"431041 INHACORA";-
"431043 IPE";-
"431046 IPIRANGA DO SUL";1
"431050 IRAI";-
"431053 ITAARA";-
"431055 ITACURUBI";-
"431057 ITAPUCA";1
"431060 ITAQUI";-
"431065 ITATI";-
"431070 ITATIBA DO SUL";-
"431075 IVORA";-
"431080 IVOTI";-
"431085 JABOTICABA";1
"431087 JACUIZINHO";-
"431090 JACUTINGA";-
"431100 JAGUARAO";1
"431110 JAGUARI";-
"431112 JAQUIRANA";1
"431113 JARI";-
"431115 JOIA";2
"431120 JULIO DE CASTILHOS";-
"431123 LAGOA BONITA DO SUL";-
"431125 LAGOAO";-
"431127 LAGOA DOS TRES CANTOS";-
"431130 LAGOA VERMELHA";4
"431140 LAJEADO";3
"431142 LAJEADO DO BUGRE";-
"431150 LAVRAS DO SUL";-
"431160 LIBERATO SALZANO";-
"431162 LINDOLFO COLLOR";-
"431164 LINHA NOVA";-
"431170 MACHADINHO";-
"431171 MACAMBARA";-
"431173 MAMPITUBA";-
"431175 MANOEL VIANA";1
"431177 MAQUINE";-
"431179 MARATA";-
"431180 MARAU";-
"431190 MARCELINO RAMOS";1
"431198 MARIANA PIMENTEL";-
"431200 MARIANO MORO";-
"431205 MARQUES DE SOUZA";2
"431210 MATA";-
"431213 MATO CASTELHANO";-
"431215 MATO LEITAO";-
"431217 MATO QUEIMADO";-
"431220 MAXIMILIANO DE ALMEIDA";-
"431225 MINAS DO LEAO";-
"431230 MIRAGUAI";-
"431235 MONTAURI";-
"431237 MONTE ALEGRE DOS CAMPOS";1
"431238 MONTE BELO DO SUL";-
"431240 MONTENEGRO";-
"431242 MORMACO";-
"431244 MORRINHOS DO SUL";-
"431245 MORRO REDONDO";-
"431247 MORRO REUTER";1
"431250 MOSTARDAS";-
"431260 MUCUM";-
"431261 MUITOS CAPOES";-
"431262 MULITERNO";-
"431265 NAO-ME-TOQUE";2
"431267 NICOLAU VERGUEIRO";1
"431270 NONOAI";-
"431275 NOVA ALVORADA";-
"431280 NOVA ARACA";-
"431290 NOVA BASSANO";-
"431295 NOVA BOA VISTA";-
"431300 NOVA BRESCIA";-
"431301 NOVA CANDELARIA";-
"431303 NOVA ESPERANCA DO SUL";-
"431306 NOVA HARTZ";-
"431308 NOVA PADUA";-
"431310 NOVA PALMA";2
"431320 NOVA PETROPOLIS";7
"431330 NOVA PRATA";-
"431333 NOVA RAMADA";-
"431335 NOVA ROMA DO SUL";-
"431337 NOVA SANTA RITA";-
"431339 NOVO CABRAIS";1
"431340 NOVO HAMBURGO";-
"431342 NOVO MACHADO";-
"431344 NOVO TIRADENTES";-
"431346 NOVO XINGU";-
"431349 NOVO BARREIRO";-
"431350 OSORIO";1
"431360 PAIM FILHO";-
"431365 PALMARES DO SUL";1
"431370 PALMEIRA DAS MISSOES";1
"431380 PALMITINHO";-
"431390 PANAMBI";-
"431395 PANTANO GRANDE";1
"431400 PARAI";2
"431402 PARAISO DO SUL";-
"431403 PARECI NOVO";-
"431405 PAROBE";-
"431406 PASSA SETE";-
"431407 PASSO DO SOBRADO";-
"431410 PASSO FUNDO";15
"431413 PAULO BENTO";-
"431415 PAVERAMA";1
"431417 PEDRAS ALTAS";-
"431420 PEDRO OSORIO";-
"431430 PEJUCARA";1
"431440 PELOTAS";29
"431442 PICADA CAFE";1
"431445 PINHAL";-
"431446 PINHAL DA SERRA";-
"431447 PINHAL GRANDE";2
"431449 PINHEIRINHO DO VALE";-
"431450 PINHEIRO MACHADO";1
"431454 PINTO BANDEIRA";-
"431455 PIRAPO";-
"431460 PIRATINI";-
"431470 PLANALTO";1
"431475 POCO DAS ANTAS";-
"431477 PONTAO";-
"431478 PONTE PRETA";-
"431480 PORTAO";-
"431490 PORTO ALEGRE";87
"431500 PORTO LUCENA";-
"431505 PORTO MAUA";-
"431507 PORTO VERA CRUZ";-
"431510 PORTO XAVIER";-
"431513 POUSO NOVO";-
"431514 PRESIDENTE LUCENA";-
"431515 PROGRESSO";2
"431517 PROTASIO ALVES";1
"431520 PUTINGA";-
"431530 QUARAI";-
"431531 QUATRO IRMAOS";-
"431532 QUEVEDOS";-
"431535 QUINZE DE NOVEMBRO";1
"431540 REDENTORA";-
"431545 RELVADO";1
"431550 RESTINGA SECA";-
"431555 RIO DOS INDIOS";-
"431560 RIO GRANDE";23
"431570 RIO PARDO";-
"431575 RIOZINHO";-
"431580 ROCA SALES";1
"431590 RODEIO BONITO";-
"431595 ROLADOR";-
"431600 ROLANTE";2
"431610 RONDA ALTA";-
"431620 RONDINHA";-
"431630 ROQUE GONZALES";-
"431640 ROSARIO DO SUL";2
"431642 SAGRADA FAMILIA";-
"431643 SALDANHA MARINHO";1
"431645 SALTO DO JACUI";1
"431647 SALVADOR DAS MISSOES";-
"431650 SALVADOR DO SUL";-
"431660 SANANDUVA";3
"431670 SANTA BARBARA DO SUL";-
"431673 SANTA CECILIA DO SUL";-
"431675 SANTA CLARA DO SUL";1
"431680 SANTA CRUZ DO SUL";4
"431690 SANTA MARIA";9
"431695 SANTA MARIA DO HERVAL";2
"431697 SANTA MARGARIDA DO SUL";-
"431700 SANTANA DA BOA VISTA";1
"431710 SANT'ANA DO LIVRAMENTO";-
"431720 SANTA ROSA";2
"431725 SANTA TEREZA";-
"431730 SANTA VITORIA DO PALMAR";1
"431740 SANTIAGO";3
"431750 SANTO ANGELO";-
"431755 SANTO ANTONIO DO PALMA";1
"431760 SANTO ANTONIO DA PATRULHA";-
"431770 SANTO ANTONIO DAS MISSOES";2
"431775 SANTO ANTONIO DO PLANALTO";-
"431780 SANTO AUGUSTO";-
"431790 SANTO CRISTO";1
"431795 SANTO EXPEDITO DO SUL";-
"431800 SAO BORJA";-
"431805 SAO DOMINGOS DO SUL";-
"431810 SAO FRANCISCO DE ASSIS";1
"431820 SAO FRANCISCO DE PAULA";2
"431830 SAO GABRIEL";-
"431840 SAO JERONIMO";-
"431842 SAO JOAO DA URTIGA";-
"431843 SAO JOAO DO POLESINE";-
"431844 SAO JORGE";-
"431845 SAO JOSE DAS MISSOES";-
"431846 SAO JOSE DO HERVAL";-
"431848 SAO JOSE DO HORTENCIO";-
"431849 SAO JOSE DO INHACORA";-
"431850 SAO JOSE DO NORTE";-
"431860 SAO JOSE DO OURO";-
"431861 SAO JOSE DO SUL";-
"431862 SAO JOSE DOS AUSENTES";-
"431870 SAO LEOPOLDO";-
"431880 SAO LOURENCO DO SUL";-
"431890 SAO LUIZ GONZAGA";4
"431900 SAO MARCOS";-
"431910 SAO MARTINHO";-
"431912 SAO MARTINHO DA SERRA";-
"431915 SAO MIGUEL DAS MISSOES";2
"431920 SAO NICOLAU";-
"431930 SAO PAULO DAS MISSOES";1
"431935 SAO PEDRO DA SERRA";-
"431936 SAO PEDRO DAS MISSOES";-
"431937 SAO PEDRO DO BUTIA";1
"431940 SAO PEDRO DO SUL";4
"431950 SAO SEBASTIAO DO CAI";1
"431960 SAO SEPE";1
"431970 SAO VALENTIM";-
"431971 SAO VALENTIM DO SUL";-
"431973 SAO VALERIO DO SUL";-
"431975 SAO VENDELINO";-
"431980 SAO VICENTE DO SUL";-
"431990 SAPIRANGA";1
"432000 SAPUCAIA DO SUL";8
"432010 SARANDI";1
"432020 SEBERI";1
"432023 SEDE NOVA";-
"432026 SEGREDO";1
"432030 SELBACH";-
"432032 SENADOR SALGADO FILHO";-
"432035 SENTINELA DO SUL";-
"432040 SERAFINA CORREA";-
"432045 SERIO";-
"432050 SERTAO";-
"432055 SERTAO SANTANA";-
"432057 SETE DE SETEMBRO";-
"432060 SEVERIANO DE ALMEIDA";-
"432065 SILVEIRA MARTINS";-
"432067 SINIMBU";-
"432070 SOBRADINHO";1
"432080 SOLEDADE";-
"432085 TABAI";-
"432090 TAPEJARA";-
"432100 TAPERA";1
"432110 TAPES";3
"432120 TAQUARA";-
"432130 TAQUARI";-
"432132 TAQUARUCU DO SUL";-
